x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,label,index
34,1,185216,10,4,8,2,1,1,0,0,40,-1.0,11811
37,1,256636,9,0,0,5,1,1,0,0,40,-1.0,19071
30,1,164309,9,4,4,3,1,0,0,0,35,-1.0,3977
22,1,234474,10,4,8,2,3,0,0,0,25,-1.0,29741
28,2,291374,6,4,5,4,3,0,0,0,40,-1.0,13898
43,4,165309,9,0,1,5,1,1,0,0,40,-1.0,6631
51,1,136913,9,0,11,5,1,1,0,0,40,-1.0,23740
44,1,103459,9,0,4,0,1,0,0,0,40,1.0,21133
44,5,60735,13,2,12,2,1,0,0,0,60,-1.0,22965
49,2,114648,8,2,5,1,3,1,0,0,40,-1.0,11576
47,1,168195,9,0,4,5,1,1,0,0,55,-1.0,32522
41,1,199018,15,0,3,5,1,1,0,0,40,1.0,19583
37,1,155064,11,2,12,4,1,0,0,0,40,-1.0,29191
33,1,158416,9,4,11,3,1,1,0,0,40,-1.0,14001
39,1,165106,13,6,7,3,1,1,0,1564,50,1.0,32275
51,1,146813,10,0,12,5,1,1,0,0,40,1.0,11265
64,2,45817,5,0,5,5,1,1,0,0,50,-1.0,16196
25,1,152046,13,4,12,2,1,0,0,0,40,-1.0,16846
35,0,105138,15,0,12,5,1,1,0,0,55,-1.0,10662
57,4,254949,9,0,3,5,1,1,0,0,40,1.0,7094
46,1,173243,9,0,7,5,1,1,0,0,40,-1.0,11790
28,1,142264,5,4,11,3,1,1,0,0,50,-1.0,19880
25,5,244408,13,4,14,4,2,0,0,0,40,-1.0,28795
24,1,29810,10,4,12,2,1,0,0,0,40,-1.0,8329
26,1,29957,14,4,14,1,1,1,0,0,25,-1.0,29288
59,1,142182,9,0,6,5,1,1,0,0,40,1.0,7388
21,1,189888,9,4,2,3,1,1,3325,0,60,-1.0,24391
32,0,174215,13,4,3,3,1,0,0,0,60,-1.0,4955
30,1,350979,9,0,7,5,2,1,0,0,40,-1.0,19542
37,4,136137,10,5,8,3,1,1,0,0,40,-1.0,31825
34,1,287315,10,0,3,5,1,1,0,0,55,1.0,13125
55,4,153451,9,0,14,0,1,0,0,1887,40,1.0,4069
50,5,36489,6,4,6,3,1,1,0,0,40,-1.0,15931
41,1,132222,15,0,12,5,1,1,0,2415,40,1.0,20827
27,1,213152,10,4,4,3,1,1,0,0,40,-1.0,17270
20,2,117618,10,4,5,2,1,1,0,0,40,-1.0,14597
20,1,163205,10,5,6,2,1,0,0,0,30,-1.0,21207
23,2,22966,13,4,5,2,1,1,0,0,35,-1.0,30464
23,1,205653,13,4,2,2,1,1,0,0,30,-1.0,29267
24,2,114292,5,4,5,2,1,1,0,0,40,-1.0,17701
46,1,295566,16,2,12,4,1,0,25236,0,65,1.0,940
45,1,297676,12,3,4,4,1,0,0,0,40,-1.0,7367
57,1,167864,11,3,12,3,1,0,0,0,40,-1.0,8647
53,4,156877,9,0,8,5,1,1,15024,0,35,1.0,21884
36,2,205396,9,3,5,3,1,0,0,0,4,-1.0,15577
50,8,145419,14,0,4,5,1,1,7688,0,45,1.0,19556
49,1,84013,9,2,6,4,1,0,0,0,35,-1.0,4888
30,5,44566,13,0,12,5,1,1,0,0,40,-1.0,23841
57,3,101338,13,0,3,5,1,1,0,0,20,-1.0,5424
18,1,219841,7,4,2,2,1,1,0,0,12,-1.0,2520
32,1,86723,9,4,6,3,1,1,0,0,52,-1.0,8378
23,1,194247,10,4,4,3,1,1,0,0,40,-1.0,23915
32,1,188246,9,0,7,5,1,1,0,0,40,-1.0,23941
58,8,450544,13,0,3,5,1,1,0,0,40,1.0,22447
36,4,437890,9,4,3,4,3,1,0,0,90,-1.0,9121
24,1,258700,3,4,10,1,3,1,0,0,40,-1.0,4493
20,1,39927,9,4,6,3,1,1,0,0,8,-1.0,18815
42,1,112181,9,0,11,0,1,0,0,0,40,-1.0,11668
49,5,78859,14,3,12,4,1,0,0,323,20,-1.0,11968
53,5,205005,13,0,12,0,1,0,0,0,60,1.0,22479
30,1,201624,13,4,12,3,3,1,0,0,45,-1.0,17441
45,0,106910,9,4,0,4,2,0,0,0,40,-1.0,18324
25,1,252752,9,4,6,4,1,0,0,0,40,-1.0,19612
34,2,268127,8,5,5,4,3,0,0,0,40,-1.0,29762
77,2,143516,14,0,5,5,1,1,0,0,8,1.0,10060
39,1,491000,13,4,3,1,3,1,0,0,45,-1.0,26806
51,1,240988,7,0,11,5,2,1,0,0,40,-1.0,17491
58,1,371064,9,0,10,5,1,1,0,0,20,-1.0,722
26,1,203777,10,4,4,3,3,0,0,0,37,-1.0,7025
26,1,396482,13,4,4,3,1,0,0,0,48,-1.0,10575
51,8,121548,13,0,3,5,1,1,0,0,25,-1.0,32448
47,5,178309,10,2,12,3,1,0,0,0,40,-1.0,32348
52,1,144361,11,0,7,5,1,1,0,1902,40,1.0,2660
43,1,85995,9,4,2,3,1,1,0,0,40,-1.0,16374
23,1,209955,9,4,7,3,1,1,0,0,40,-1.0,29086
35,1,312232,9,5,7,3,1,1,0,0,50,-1.0,13290
27,1,36851,11,0,4,5,1,1,0,0,35,-1.0,26066
22,1,34918,13,4,12,3,1,0,0,0,15,-1.0,27163
48,1,209460,9,2,2,3,1,1,0,0,40,-1.0,10949
32,1,283268,6,5,6,4,1,0,0,0,42,-1.0,3426
24,1,265567,7,4,7,2,1,1,0,0,35,-1.0,4708
37,1,34378,2,4,6,3,1,1,0,0,40,-1.0,5211
33,1,78707,7,4,6,3,3,1,0,0,40,-1.0,21966
32,1,425622,9,0,0,5,1,1,0,0,55,-1.0,23184
45,1,191703,9,4,8,2,3,0,0,0,40,-1.0,21427
31,1,377850,9,0,7,5,1,1,0,0,65,-1.0,16409
44,1,346594,9,2,6,4,1,0,0,0,40,-1.0,16989
26,1,283715,9,4,7,2,1,1,0,0,40,-1.0,7049
40,1,71738,14,0,3,5,1,1,0,0,46,1.0,16390
54,1,197481,10,2,8,4,1,0,0,0,40,-1.0,26303
37,1,194630,9,2,7,3,1,1,0,0,50,-1.0,24569
29,1,168015,9,2,11,4,1,0,0,0,40,-1.0,28155
27,1,118799,9,2,8,3,1,0,0,0,40,-1.0,17051
32,8,35595,9,0,7,5,1,1,0,0,50,-1.0,3342
61,5,321117,9,0,1,5,1,1,0,0,40,-1.0,2506
44,1,203897,13,6,8,3,1,0,0,0,40,-1.0,28297
30,1,488720,5,0,2,1,1,1,0,0,40,-1.0,18940
52,1,113094,13,5,8,4,1,0,0,1092,40,-1.0,27905
20,1,237305,10,4,11,1,3,0,0,0,35,-1.0,14175
38,1,160192,9,0,7,5,1,1,0,2051,44,-1.0,13856
45,1,421412,9,0,11,5,1,1,0,0,45,1.0,15411
66,8,298834,11,0,12,5,1,1,0,0,50,-1.0,11022
30,1,315640,16,0,12,5,2,1,0,1977,40,1.0,8952
24,1,214014,9,4,7,2,3,1,0,0,40,-1.0,15086
28,1,200511,9,5,10,3,1,1,0,0,55,-1.0,5673
59,1,296253,9,2,3,3,1,0,0,0,40,-1.0,21875
34,1,337587,10,0,12,5,1,1,0,0,50,1.0,16099
52,1,117295,2,0,3,5,1,1,0,0,50,1.0,25301
34,1,242361,10,0,12,5,3,1,0,0,50,-1.0,13395
30,1,89735,11,0,12,5,1,1,0,0,40,1.0,22302
22,1,246965,10,4,12,3,1,1,0,0,12,-1.0,27929
30,1,187618,9,0,3,5,1,1,0,0,50,-1.0,4548
23,1,125525,13,4,12,2,1,1,0,0,42,-1.0,31707
41,1,201495,14,0,3,5,1,1,0,0,40,1.0,9888
27,2,249463,11,0,5,5,1,1,0,0,20,-1.0,1117
46,4,29696,9,0,0,5,1,1,0,0,40,-1.0,6987
32,1,119124,13,4,12,2,1,1,0,0,40,-1.0,16356
22,1,174461,10,4,8,2,1,0,0,0,15,-1.0,27450
20,2,162667,9,4,5,1,1,1,0,0,40,-1.0,10292
32,1,198452,9,0,10,0,1,0,0,0,40,-1.0,23381
37,0,419053,9,2,7,3,1,1,0,0,40,-1.0,27549
47,1,193285,9,0,6,0,3,0,5013,0,40,-1.0,17130
36,1,321760,13,4,8,3,1,0,0,0,17,-1.0,19786
51,1,178241,9,0,11,5,3,1,0,0,40,1.0,30602
41,1,219591,9,4,8,2,1,1,0,0,40,-1.0,13431
53,8,118793,6,0,7,5,1,1,0,0,50,1.0,28686
22,8,361280,13,4,12,2,2,1,0,0,20,-1.0,26198
56,2,192325,10,2,5,3,1,0,0,0,20,-1.0,11584
33,1,198003,10,0,7,5,1,1,7298,0,50,1.0,26561
26,1,189219,12,4,8,3,1,0,0,0,8,-1.0,3985
22,5,195532,10,4,1,1,1,0,0,0,43,-1.0,16344
52,1,192390,9,0,11,5,1,1,0,0,40,1.0,19837
21,1,206354,9,4,6,4,3,0,0,0,35,-1.0,32150
40,1,93955,10,0,12,0,1,0,0,0,40,-1.0,18493
51,1,114927,11,0,14,5,1,1,7298,0,40,1.0,1678
57,8,149168,10,0,3,5,1,1,0,0,55,-1.0,31818
67,1,118363,13,2,3,3,1,0,0,2206,5,-1.0,25179
31,2,672412,7,5,5,3,3,1,0,0,40,-1.0,29553
58,1,137547,13,0,6,5,2,1,0,0,40,-1.0,23736
38,1,186359,10,0,3,5,1,1,0,0,40,1.0,11264
48,1,238726,9,3,8,4,1,0,0,0,40,-1.0,14365
52,8,189216,9,2,0,3,1,1,0,0,65,-1.0,13715
53,1,111939,13,0,6,5,1,1,0,0,35,-1.0,12304
35,1,179579,9,0,0,5,1,1,0,0,40,-1.0,17622
44,1,103218,9,2,8,4,3,0,0,0,40,-1.0,12684
29,1,142760,9,4,2,3,3,1,0,0,40,-1.0,28762
26,2,131777,13,0,5,5,1,1,0,2002,40,-1.0,24614
25,1,120238,9,6,11,3,1,1,0,0,40,-1.0,30889
34,1,136997,9,2,8,4,1,0,0,0,35,-1.0,20453
52,1,35305,4,4,6,2,1,0,0,0,7,-1.0,11214
36,1,213008,9,2,10,3,1,1,0,0,40,-1.0,26294
32,3,45796,9,0,3,5,1,1,0,0,45,-1.0,10990
38,1,187264,9,0,3,0,1,0,0,0,55,-1.0,12323
26,1,73312,7,4,11,4,1,0,0,0,15,-1.0,1271
34,1,56150,7,4,0,4,1,1,0,0,40,-1.0,7576
28,1,60374,9,0,6,2,1,0,0,0,35,-1.0,9752
33,1,144949,14,0,12,5,1,1,15024,0,40,1.0,25610
39,5,139364,13,0,12,5,1,1,0,0,35,1.0,29271
64,1,91343,10,3,14,4,1,0,0,0,40,-1.0,13676
31,1,298995,9,0,6,0,3,0,0,0,35,-1.0,1736
27,1,517000,13,4,8,3,1,1,0,0,35,-1.0,10087
37,1,236328,6,0,7,5,1,1,0,0,48,-1.0,5501
50,5,120190,14,2,12,3,1,0,0,0,45,-1.0,20081
40,8,34037,9,4,10,3,1,1,0,0,70,-1.0,19302
33,1,90668,9,4,8,3,1,0,0,0,40,-1.0,32080
31,1,97933,10,4,8,3,1,0,0,0,40,-1.0,19439
34,8,33442,11,4,6,1,1,0,0,0,40,-1.0,24165
35,8,241998,13,0,7,5,1,1,0,0,45,-1.0,6296
30,1,287986,10,4,2,3,1,1,0,0,40,-1.0,6017
42,2,167678,7,0,5,5,1,1,0,0,22,-1.0,30453
34,4,252529,13,4,12,3,1,1,0,0,48,-1.0,28422
27,1,263614,12,0,7,5,1,1,0,0,45,1.0,4007
22,1,210474,9,4,6,3,1,0,0,0,40,-1.0,11040
24,1,180060,14,4,3,2,1,1,6849,0,90,-1.0,24700
64,2,208862,9,0,5,5,1,1,0,0,50,1.0,4636
46,1,178829,14,6,3,3,1,1,0,0,70,1.0,22579
64,3,307786,2,0,4,5,1,1,0,0,20,-1.0,19089
30,1,226665,13,0,3,5,3,1,0,0,42,1.0,15515
29,8,151476,11,4,8,3,1,0,2174,0,40,-1.0,13036
17,1,277541,7,4,4,2,1,1,0,0,5,-1.0,13706
44,4,115932,14,0,3,5,1,1,0,0,40,-1.0,19628
35,1,191628,10,0,12,5,1,1,0,0,40,-1.0,30528
35,1,438176,11,4,6,3,1,0,0,0,65,-1.0,19661
35,1,287701,12,2,7,4,1,1,0,0,45,1.0,29545
47,1,106255,10,0,7,5,1,1,0,0,40,-1.0,10860
41,8,240900,9,2,10,1,1,1,0,0,20,-1.0,5026
27,1,203776,12,0,3,5,1,1,0,0,55,-1.0,29625
30,1,190511,9,0,11,5,1,1,0,0,40,1.0,4332
50,1,69345,11,0,0,5,1,1,3103,0,55,1.0,1976
43,1,102180,14,0,12,5,1,1,0,0,40,1.0,2408
44,1,100584,9,0,11,5,4,1,0,0,40,-1.0,13956
20,1,165097,9,4,7,3,1,1,0,0,40,-1.0,14894
44,3,78374,14,2,3,4,2,0,0,0,40,-1.0,15750
33,1,190772,9,4,8,3,1,0,0,1617,40,-1.0,17968
25,5,514716,13,4,8,2,3,0,0,0,40,-1.0,15821
51,1,44000,14,0,12,0,1,0,99999,0,50,1.0,4697
46,1,250821,15,2,10,4,1,1,0,0,48,-1.0,887
23,1,239539,9,4,11,2,2,1,0,0,40,-1.0,4754
34,1,228873,13,4,3,2,1,1,0,0,40,-1.0,13924
38,1,376025,4,0,10,5,1,1,0,0,40,-1.0,21221
28,1,163265,5,0,4,5,1,1,4508,0,40,-1.0,4852
57,5,190748,10,2,3,4,1,0,0,0,35,-1.0,18144
41,1,163174,9,4,8,3,1,0,0,0,40,-1.0,10725
19,1,184121,9,4,6,2,1,1,0,0,20,-1.0,7435
31,1,151053,10,0,0,5,1,1,5178,0,40,1.0,19515
35,1,342824,9,4,14,3,1,0,1151,0,40,-1.0,3482
32,1,164197,13,0,7,5,1,1,0,0,44,1.0,4445
34,1,226296,7,0,2,5,1,1,0,0,40,-1.0,29038
42,1,296749,10,2,11,3,1,1,0,0,45,-1.0,10917
31,1,159737,6,4,8,4,3,0,0,0,40,-1.0,23938
39,1,202950,13,4,3,3,1,1,0,0,45,-1.0,30876
28,1,249541,10,0,7,5,1,1,0,0,40,-1.0,31437
60,1,121832,7,0,4,5,1,1,0,0,40,1.0,27478
24,1,211585,9,0,0,2,1,0,0,0,40,-1.0,30765
34,1,36385,14,0,12,5,1,1,0,0,45,1.0,6903
60,2,163946,5,0,5,5,1,1,0,0,40,-1.0,2509
41,5,103759,10,0,0,5,1,1,3942,0,40,-1.0,26502
35,1,225860,11,0,7,5,1,1,0,0,40,1.0,13
51,1,221532,13,2,3,4,1,1,0,0,40,1.0,1469
22,1,496025,10,0,11,5,1,1,0,0,40,-1.0,12897
27,1,39665,9,2,4,4,1,0,0,0,37,-1.0,9585
24,1,169532,12,4,8,2,1,0,0,0,15,-1.0,24562
27,1,185670,13,0,4,5,1,1,0,0,60,1.0,7625
34,1,208785,12,2,4,3,1,1,0,0,50,1.0,16628
32,1,211349,6,0,0,5,1,1,0,0,40,-1.0,10259
58,1,225603,5,2,10,3,3,1,0,0,40,-1.0,6096
46,1,428405,13,0,3,5,1,1,0,0,40,1.0,20229
50,8,156606,10,0,3,0,1,0,0,0,30,-1.0,8745
35,1,155961,9,4,6,2,3,0,0,0,35,-1.0,28863
50,8,36480,6,2,7,3,1,1,0,0,45,-1.0,31965
54,8,118365,6,2,6,3,3,0,0,0,10,-1.0,3440
54,8,230951,13,0,3,5,1,1,0,0,40,1.0,21670
57,8,50990,9,0,10,5,1,1,0,0,30,-1.0,4017
72,1,496538,9,3,8,3,1,0,6360,0,40,-1.0,20214
20,1,125010,9,4,6,2,1,0,0,0,30,-1.0,6381
27,1,141545,9,0,0,5,1,1,0,1902,45,-1.0,891
36,5,212856,7,4,6,4,1,0,0,0,23,-1.0,16497
49,1,268234,6,0,3,5,1,1,0,0,40,-1.0,17075
38,1,207202,9,0,11,5,1,1,0,0,48,1.0,22536
34,1,113530,13,0,3,5,1,1,0,0,40,-1.0,27380
39,1,61343,6,0,11,5,1,1,0,0,60,-1.0,22184
29,0,244473,13,0,3,5,1,1,7688,0,40,1.0,6927
46,1,306183,9,4,8,4,1,0,0,0,37,-1.0,3511
19,2,440417,10,4,5,2,1,0,0,0,15,-1.0,6053
44,8,71269,13,2,3,3,1,1,0,0,40,-1.0,25838
38,8,267556,9,0,4,5,1,1,0,0,64,-1.0,18907
42,8,115323,16,4,12,3,1,1,0,0,7,-1.0,13031
40,5,321187,13,4,12,4,1,0,0,0,45,-1.0,3359
65,8,223580,10,0,11,5,1,1,6514,0,40,1.0,16353
66,3,102663,4,0,3,5,1,1,0,0,50,-1.0,10809
23,1,217961,10,0,6,5,1,1,0,0,40,-1.0,21703
60,1,230545,4,2,8,3,1,0,0,0,35,-1.0,2326
21,2,163911,10,4,5,2,1,0,0,0,3,-1.0,6553
57,1,361324,6,0,7,5,1,1,0,0,40,-1.0,17814
53,1,311350,13,0,3,5,1,1,0,0,50,1.0,31192
61,0,197311,14,3,12,4,1,0,0,0,40,-1.0,15603
38,4,312528,13,0,3,5,1,1,0,0,37,-1.0,28761
56,5,267763,9,0,6,5,1,1,0,0,40,-1.0,24112
27,1,190525,11,4,11,4,1,1,0,0,45,-1.0,2924
27,1,297296,9,0,7,5,1,1,0,0,40,-1.0,23719
20,1,100605,9,4,4,2,0,1,0,0,40,-1.0,13370
44,1,214242,10,0,0,5,1,1,0,0,50,1.0,2078
43,0,369468,13,0,12,5,1,1,0,0,40,1.0,10657
29,1,197288,9,0,8,0,3,0,0,0,40,-1.0,2611
54,1,145419,9,0,4,5,1,1,0,1672,50,-1.0,27382
39,3,216473,13,0,3,5,1,1,0,0,60,1.0,19563
27,1,177072,9,4,2,2,1,1,0,0,40,-1.0,24694
22,4,190625,13,0,3,5,1,1,0,0,20,-1.0,13915
22,1,184813,10,4,8,2,1,1,0,0,40,-1.0,19731
39,0,129573,13,4,8,3,1,1,0,1741,40,-1.0,29336
50,1,28952,10,0,4,0,1,0,0,0,39,-1.0,11924
24,1,186495,9,2,8,3,1,0,0,0,32,-1.0,15816
49,1,93639,13,0,3,0,1,0,0,0,43,-1.0,28444
17,2,86786,6,4,5,2,1,0,0,0,40,-1.0,25713
41,1,95168,9,4,11,4,3,0,0,0,40,-1.0,4933
45,1,319637,9,2,6,4,1,0,0,0,40,-1.0,16705
23,2,381741,12,4,5,2,1,1,0,1721,20,-1.0,19797
51,0,174102,9,0,8,5,1,1,0,0,40,1.0,25834
31,1,229636,10,0,7,5,1,1,0,0,45,-1.0,6342
24,1,170277,9,4,6,3,1,0,0,0,35,-1.0,2273
53,1,266529,11,0,3,5,1,1,0,0,40,1.0,28317
24,1,403865,10,0,7,5,1,1,0,0,56,-1.0,4173
51,8,291755,4,0,3,5,1,1,0,0,42,-1.0,17313
58,3,190763,13,0,12,5,1,1,0,0,40,1.0,2701
40,1,283724,5,4,7,1,3,1,0,0,49,-1.0,7403
36,1,156400,10,2,8,4,1,0,0,0,40,-1.0,14735
42,1,121055,10,4,4,3,1,1,0,0,45,-1.0,12567
36,1,195516,9,2,11,3,1,1,0,0,40,-1.0,1713
76,8,237624,4,0,7,5,1,1,0,0,10,-1.0,30217
55,1,90414,13,6,7,4,1,0,0,0,55,-1.0,8828
48,1,355320,13,0,12,5,1,1,0,0,45,1.0,7289
63,2,231777,14,0,5,5,1,1,0,0,30,-1.0,13930
26,1,31290,9,0,8,0,1,0,0,0,40,1.0,31564
57,1,342906,5,0,4,5,3,1,0,0,55,1.0,27971
26,8,219897,14,4,12,3,1,0,0,0,50,-1.0,31439
26,1,173992,10,0,7,5,1,1,0,0,45,1.0,13176
47,8,228660,10,0,7,5,1,1,0,1977,40,1.0,922
56,1,286487,9,0,7,5,1,1,2885,0,45,-1.0,20634
27,1,211032,1,0,10,1,1,1,41310,0,24,-1.0,25611
43,1,184321,6,0,11,5,3,1,0,1887,40,1.0,1796
25,1,476334,10,0,7,5,1,1,0,0,40,-1.0,11092
42,8,336513,13,0,7,5,1,1,15024,0,60,1.0,11044
20,1,217467,10,4,7,2,1,1,0,0,40,-1.0,10656
28,1,116531,9,4,8,3,1,0,0,0,40,-1.0,23305
39,1,187847,10,4,7,3,1,1,0,0,40,-1.0,19729
47,5,102628,10,0,6,5,1,1,0,0,40,1.0,28032
37,1,199753,10,0,7,5,1,1,0,0,35,1.0,6128
47,1,185041,10,0,7,5,1,1,7298,0,40,1.0,4844
28,0,298661,13,4,14,3,3,0,0,0,40,-1.0,9762
41,1,317539,10,0,7,5,3,1,0,0,40,-1.0,8894
27,1,267325,9,0,4,0,1,0,3464,0,40,-1.0,22448
24,2,144898,10,4,5,4,1,1,0,0,40,-1.0,6899
34,1,329993,10,0,8,5,1,1,0,0,40,-1.0,931
28,1,224634,13,0,12,0,1,0,0,0,45,1.0,30321
31,5,209103,10,0,1,5,1,1,3464,0,45,-1.0,26079
34,1,265706,14,4,4,4,1,1,0,0,60,1.0,32370
40,1,26892,13,0,8,5,1,1,0,0,40,1.0,21748
34,1,849857,9,0,7,5,1,1,0,0,40,-1.0,31505
31,1,197860,10,0,2,5,1,1,0,0,40,-1.0,13113
20,1,258298,10,4,2,2,1,1,0,0,20,-1.0,15005
34,0,189944,10,4,8,3,3,0,0,0,72,-1.0,6675
44,1,257758,16,0,12,5,1,1,0,0,40,1.0,14883
39,1,206951,13,0,12,5,1,1,0,0,40,1.0,9343
31,1,173350,9,4,6,3,1,0,0,0,30,-1.0,10435
45,1,188432,9,0,7,5,1,1,0,0,40,-1.0,7654
46,0,219967,13,0,3,5,1,1,0,0,40,1.0,15924
33,5,422718,9,0,6,5,1,1,0,0,40,-1.0,18892
54,8,109413,13,0,10,5,1,1,0,0,50,-1.0,30992
43,1,211860,9,4,6,4,3,0,0,0,24,-1.0,31123
40,1,208470,9,4,7,3,1,1,0,0,40,-1.0,32281
48,1,350440,10,0,7,1,2,1,0,0,40,1.0,31521
36,1,199947,10,2,11,2,1,0,0,0,30,-1.0,72
55,3,141807,13,0,4,5,1,1,0,0,60,1.0,20232
44,8,120837,9,0,3,5,1,1,0,0,66,-1.0,22346
32,1,213750,11,4,6,3,1,1,0,0,45,-1.0,7373
54,0,35576,10,0,7,5,1,1,0,0,40,-1.0,16802
61,0,230545,9,4,8,4,1,0,0,0,35,-1.0,7290
34,1,135785,13,4,12,3,1,0,0,0,36,-1.0,31742
22,1,167615,9,4,4,4,1,0,0,0,40,-1.0,4968
53,5,110510,9,0,3,0,1,0,0,0,50,1.0,10246
44,1,182402,9,0,7,5,1,1,0,0,40,1.0,2444
40,5,153489,9,0,6,1,1,1,3137,0,40,-1.0,8846
44,1,111483,9,4,8,2,1,1,0,1504,50,-1.0,22743
39,1,272338,9,0,8,0,1,0,0,0,25,-1.0,2696
40,3,175696,9,4,4,3,1,1,0,0,51,-1.0,3370
37,8,204501,13,0,4,5,1,1,0,0,20,1.0,2282
20,1,104164,9,4,2,2,1,1,0,0,40,-1.0,15054
22,1,199555,10,4,10,2,1,1,0,0,25,-1.0,21691
34,8,137223,6,4,6,2,1,0,0,0,40,-1.0,1150
42,1,194710,10,4,3,3,1,0,0,0,40,-1.0,23895
28,4,38309,13,4,12,2,1,1,6849,0,40,-1.0,4764
23,1,526164,13,4,8,4,3,0,0,0,40,-1.0,5854
41,1,188307,9,2,7,4,1,0,0,0,40,-1.0,3935
21,1,113163,10,4,8,2,1,1,0,0,50,-1.0,4372
30,8,45427,11,2,7,3,1,1,0,0,49,-1.0,10132
43,1,143582,3,0,11,0,2,0,0,2129,72,-1.0,28054
29,1,187327,13,4,12,3,1,1,0,0,40,-1.0,1010
38,0,122493,13,0,12,5,1,1,4064,0,40,-1.0,31575
46,1,191389,9,0,3,0,1,0,0,0,28,1.0,4300
32,1,112137,1,0,11,0,2,0,4508,0,40,-1.0,31997
24,5,34246,13,4,12,3,2,1,0,0,40,-1.0,15362
24,1,209034,12,0,4,2,1,0,0,0,20,-1.0,21636
83,2,251951,9,3,5,3,1,0,0,0,20,-1.0,16539
22,1,215395,9,4,0,3,1,1,0,0,37,-1.0,23734
40,1,259307,14,0,3,5,1,1,0,0,50,1.0,23254
21,1,57916,9,5,10,2,1,1,0,0,40,-1.0,29399
47,1,345493,15,0,12,5,2,1,99999,0,55,1.0,27497
36,1,107916,9,0,0,5,1,1,0,2002,40,-1.0,13493
39,1,548510,13,0,12,5,3,1,0,0,30,-1.0,18738
38,8,108947,10,0,11,5,1,1,7688,0,40,1.0,11339
21,1,209067,9,4,6,2,1,0,0,0,40,-1.0,19144
43,4,23157,9,4,0,3,1,1,0,0,60,-1.0,22521
34,1,50276,13,4,4,3,1,1,27828,0,40,1.0,29314
45,1,48495,13,0,12,5,1,1,0,0,42,1.0,12118
59,5,420537,9,0,8,0,1,0,0,0,38,1.0,31470
38,1,169104,14,0,3,5,1,1,0,0,60,1.0,16251
32,1,553405,13,0,4,5,1,1,99999,0,50,1.0,26712
47,1,192984,10,3,8,4,1,0,0,0,40,-1.0,5971
24,1,291355,10,2,8,3,1,0,0,0,60,-1.0,30452
25,5,109526,9,0,7,5,1,1,0,0,38,-1.0,21195
27,1,42734,10,4,6,3,1,1,0,0,25,-1.0,23625
24,2,196388,12,4,5,3,1,1,0,0,12,-1.0,10377
31,4,181824,13,0,12,0,1,0,0,1902,35,1.0,16417
33,1,107248,11,4,8,3,1,1,0,0,45,-1.0,13004
56,1,91905,9,0,4,0,1,0,0,0,4,-1.0,20102
50,1,108435,14,0,3,5,1,1,99999,0,60,1.0,18951
26,1,167350,9,4,0,2,1,1,0,0,50,-1.0,7531
20,1,320047,6,6,2,3,1,1,0,0,40,-1.0,8278
31,5,90409,10,0,3,5,1,1,0,0,35,-1.0,21652
23,1,181820,10,4,2,2,1,1,0,0,20,-1.0,3721
45,1,229967,9,2,3,3,1,1,13550,0,50,1.0,8702
40,1,77357,15,0,12,5,1,1,0,0,40,1.0,14829
63,1,301108,7,0,4,5,1,1,0,0,22,-1.0,30028
41,5,170924,10,4,12,1,1,1,0,0,7,-1.0,20206
66,1,174491,9,0,2,5,1,1,0,0,40,-1.0,23350
36,1,346478,13,0,4,5,1,1,0,2415,45,1.0,10737
41,1,141642,9,4,6,3,1,0,0,0,40,-1.0,13473
49,1,143459,5,5,2,2,1,1,0,0,38,-1.0,31357
34,1,48935,13,0,12,0,1,0,0,0,40,-1.0,11171
30,1,104223,9,4,6,4,3,0,0,0,32,-1.0,3121
44,5,124924,11,4,7,3,1,1,0,0,44,-1.0,3418
47,1,197702,10,0,7,5,1,1,0,0,40,-1.0,22624
37,1,179481,13,0,11,5,1,1,0,0,40,1.0,1114
40,5,101795,9,4,1,3,1,1,0,0,42,-1.0,3767
37,1,73715,10,0,7,5,1,1,0,0,40,1.0,10389
34,1,158420,13,0,3,5,1,1,0,0,70,-1.0,21776
29,1,196420,9,4,3,3,1,0,0,0,45,-1.0,22363
54,1,288992,6,2,12,4,1,1,14344,0,68,1.0,7209
36,8,34180,9,4,10,3,1,1,0,0,70,1.0,6417
30,4,295612,9,5,8,3,1,0,0,0,40,-1.0,11133
46,1,189763,9,2,4,3,1,0,0,0,30,-1.0,4748
21,1,163870,10,4,8,2,1,1,0,0,40,-1.0,22677
46,1,59287,10,0,7,5,1,1,0,0,40,-1.0,320
55,2,136819,13,0,5,5,1,1,0,0,40,-1.0,873
41,1,336643,10,2,3,3,1,0,0,0,80,-1.0,18824
41,5,33658,10,0,1,5,1,1,0,0,45,1.0,26637
46,1,459189,10,0,7,5,1,1,0,1902,50,1.0,10471
41,8,193459,10,0,7,5,1,1,0,0,50,-1.0,30660
36,1,203717,9,2,7,4,1,1,0,0,40,-1.0,19373
28,1,178489,13,4,3,4,3,0,0,0,45,-1.0,8264
58,4,123329,9,4,8,3,1,0,0,0,16,-1.0,15449
32,3,244665,9,0,7,5,1,1,5178,0,45,1.0,12362
46,1,82946,9,4,4,3,1,0,0,0,40,-1.0,1034
52,1,108435,14,0,3,5,1,1,0,1902,50,1.0,4819
